id,slug,post_title,old_keyword,new_keyword,new_seo_title,new_seo_description,new_body_html
338,achology-content-offensive-emotionally-challenging,What if I find Achology course content offensive or challenging?,what if I find Achology course content offensive or challenging,find achology content offensive,Find Achology Content Offensive? What to Do,"If you find achology content offensive or unsettling, that discomfort is normal in psychology education. Here is how to engage with it, and your options.","<p>So what should you do if you find achology content offensive or unsettling? First, know that the experience itself is normal here rather than a sign something is wrong. Achology teaches interpretive frameworks about the self, relationships, and responsibility, and material of that kind provokes different responses in different people: agreement in one learner, discomfort or offence in another, sometimes both in the same learner a month apart. The platform's published position, in the <a href=""/policies/trust-statement/"">Trust Statement</a>, is that ideas here are open to interpretation, disagreement, and critique, that challenge is part of education rather than a fault in it, and that how you engage with a difficult idea is yours to choose.</p>
<h2>Ways to engage that serve you</h2>
<p>Discomfort in psychology education is often information, so the productive first move is curiosity rather than verdict: ask what specifically landed hard, and whether it touched something worth examining, which is different from assuming the material must be either right or malicious. You are always free to disagree and continue, since critical engagement is expected rather than punished; to skip a module and return later, since access lasts as long as you want it; or to raise the idea in the community, where challenging material gets discussed openly. And if something feels genuinely destabilising rather than uncomfortable, pause the study and seek appropriate support first; education can always wait for you.</p>
<h2>The options that stay open</h2>
<p>Within 14 days of buying a course, the money-back guarantee <a href=""/policies/refund-policy/"">refunds</a> in full for any reason, disliking the content included, no questions asked. After that window, disagreement with an idea is not grounds for a refund, because interpretive content experienced differently is not a defective product, as <a href=""/help/refunds-and-billing/achology-refund-disagree-course-content/"">Can I get a refund if I disagree with the course content?</a> sets out plainly, and your access to everything you bought continues regardless of what you make of any one module.</p>
<p><strong>Related questions</strong></p>
<ul><li><a href=""/help/refunds-and-billing/achology-refund-disagree-course-content/"">Can I get a refund if I disagree with the course content?</a></li><li><a href=""/help/learning-experience/is-achology-right-emotionally-vulnerable/"">Is Achology right for someone who is emotionally vulnerable?</a></li></ul>"
339,completed-achology-course-nothing-changed,"I've completed a course, but haven't changed: what went wrong?","i've completed a course, but haven't changed: what went wrong",course completed nothing changed,Course Completed Nothing Changed: What Happened,"Course completed nothing changed is a common experience: completion delivers understanding, and change comes from applying it. Here is the honest fix.","<p>""Course completed nothing changed"" is a familiar feeling: you finished the course, so what went wrong? Probably nothing, and this is one of the most common experiences in all education, so start kindly with yourself. A completed course has delivered what completion delivers: understanding, frameworks, a map of the territory. Change is a different product with a different mechanism, and it does not ship with the <a href=""/certification/"">certificate</a>.</p>
<h2>The honest diagnosis, without blame</h2>
<p>Ask one question of the months since you started: where did the material meet your real life?</p>
<p>If the answer is mostly ""on the screen"", the course has not failed and neither have you. It simply has not been used yet, the way a language course completed without conversations has not yet produced a speaker.</p>
<p>That is <a href=""/help/outcomes-and-expectations/course-completion-vs-competence/"">the completion and competence gap</a> in person, and it is the most fixable situation in learning, because everything required is already in your account.</p>
<h2>The two places it usually stalls</h2>
<p>Worth naming, because knowing which one you are in changes the fix.</p>
<p>The first is <a href=""/help/technical-help/find-achology-course-resources/"">the written exercises</a>. They look like extras beside the videos, so a busy week gets spent watching and the worksheet waits, and the worksheet is where the material was going to meet your actual situation.</p>
<p>The second is the community. <a href=""/help/membership-and-access/why-achology-includes-community-course-prices/"">Three months of membership came with the course</a> for a reason, and a member who never attended a session has used the half of the education that informs rather than the half that changes anything.</p>
<h2>The practical restart</h2>
<p>Pick one framework from the course that spoke to you and give it a month of deliberate use:</p>
<ul>
<li>One applied exercise a week, written down.</li>
<li>One <a href=""/help/events-and-mentorship/pals-earn-them/"">peer practice session</a> in the community.</li>
<li>One real conversation approached differently, and a note afterwards on what actually happened.</li>
</ul>
<p>Small, behavioural and repeated is how the change you bought the course for arrives. <a href=""/help/outcomes-and-expectations/see-real-results-how-long-achology-takes/"">The honest timeline</a> is longer than anybody wants and shorter than it feels.</p>
<p>And if a genuine month of that produces genuinely nothing, take that result seriously rather than doubling down. <a href=""/help/outcomes-and-expectations/what-if-achology-courses-dont-work/"">The broader diagnosis</a>, including the possibility of honest misfit, is worth reading without embarrassment.</p>
<p><strong>Related questions</strong></p>
<ul><li><a href=""/help/outcomes-and-expectations/course-completion-vs-competence/"">What's the difference between completing a course and being competent?</a></li><li><a href=""/help/outcomes-and-expectations/what-if-achology-courses-dont-work/"">What if Achology courses don't work for you? What then?</a></li></ul>
"
340,is-achology-right-emotionally-vulnerable,Is Achology right for someone who is emotionally vulnerable?,is Achology right for someone who is emotionally vulnerable,achology emotionally vulnerable learners,Achology Emotionally Vulnerable Learners: Is It Right?,Achology emotionally vulnerable learners: whether it's the right fit depends on what's happening for you. Professional support comes first in a crisis.,"<p>Achology emotionally vulnerable learners: is this a good idea if you are going through something difficult? It depends on what is happening for you right now, and the honest answer is worth reading slowly. Achology is an education provider, not a therapeutic or mental health service: it does not provide emotional support, counselling, or crisis care, and its <a href=""/courses/"">courses</a> examine the self in ways that can stir real feeling, which is normal in psychology education and also exactly why timing matters.</p>
<p>If you are currently in significant distress or crisis, the right first step is professional support, not a course, and that is said with care rather than rejection: education is simply not the tool that moment needs, and <a href=""/help/membership-and-access/does-achology-provide-crisis-support/"">the crisis signposts</a> are there for it.</p>
<h2>If things are difficult but manageable</h2>
<p>Many people come to psychology education precisely because life has been hard, and manageable vulnerability alongside a genuine desire to learn is not a disqualification. The honest fit-checks are these: whether you can engage with challenging ideas without them destabilising you, whether you can manage your own responses when material lands close to home, per <a href=""/help/learning-experience/achology-content-offensive-emotionally-challenging/"">What if I find course content offensive or challenging?</a>, and whether what you are seeking is understanding and skills rather than treatment or emotional holding, which the platform honestly does not provide. If professional support is part of your life already, education can sit alongside it well; the two do different jobs.</p>
<h2>The gentle way to find out</h2>
<p>Test the water before committing anything: the free <a href=""/membership/"">membership</a> tier and free live events let you experience the community and the teaching style at no cost and no pressure, and a $97 Masterclass under the 14-day money-back guarantee is a low-stakes first course. Go at your own pace, since access lasts as long as you want it and nothing here chases you, and let the question stay open as you learn: what education can genuinely offer your situation is treated honestly in <a href=""/help/outcomes-and-expectations/can-achology-help-personal-struggles/"">Can Achology courses help with personal struggles and challenges?</a></p>
<p><strong>Related questions</strong></p>
<ul><li><a href=""/help/outcomes-and-expectations/can-achology-help-personal-struggles/"">Can Achology courses help with personal struggles and challenges?</a></li><li><a href=""/help/membership-and-access/does-achology-provide-crisis-support/"">Does Achology provide crisis or mental health support?</a></li><li><a href=""/help/learning-experience/achology-content-offensive-emotionally-challenging/"">What if I find Achology course content offensive or challenging?</a></li></ul>"
341,pay-instalments-achology-courses,Can I pay for Achology courses in instalments?,can I pay for Achology courses in instalments,pay achology courses in instalments,Pay Achology Courses in Instalments? Yes,"You can pay achology courses in instalments at checkout: two, three, or sometimes four monthly payments. Membership bills monthly or annually instead.","<p>So can you pay achology courses in instalments rather than paying it all at once? Yes. Every Achology course can be paid in instalments, chosen at checkout, and the same applies to <a href=""/academy/schools/"">school bundles</a> and the <a href=""/access-all-areas/"">Access All Areas</a> Pass. Depending on the purchase you can spread it over two, three or in some cases four monthly payments, or pay in full. Membership is the one exception, because it already bills monthly.</p>
<h2>How it works</h2>
<p>Purchases go through the checkout at community.achology.com. When you select a course, the checkout shows the payment choices available for it: full payment, or the instalment plan offered for that purchase.</p>
<p>The number of instalments varies by product, so the checkout page for the course you want is the definitive place to see your options rather than any figure quoted here. The full catalogue is on the <a href=""/courses/"">courses page</a>, and <a href=""/help/pricing-and-payments/how-much-does-achology-cost/"">what everything costs</a> covers the <a href=""/pricing/"">prices</a> themselves.</p>
<p>The same choice appears on the larger purchases: <a href=""/help/membership-and-access/achology-school-bundles-how-they-work/"">the seven school bundles</a> and <a href=""/help/membership-and-access/achology-access-all-areas-pass/"">the Access All Areas Pass</a>.</p>
<h2>What you get either way</h2>
<p>Exactly the same thing. Paying in instalments does not delay access, reduce what is included, or change anything about the course.</p>
<p>Every course purchase includes three months of complimentary <a href=""/membership/"">membership</a>, the community in which the material is practised live, which <a href=""/help/membership-and-access/course-included-free-membership-happens-when/"">continues at the standard rate afterwards unless cancelled</a>.</p>
<h2>Why the option exists at all</h2>
<p>For the same reason the prices sit where they do. Achology's stated commitment is <a href=""/help/achology-basics-and-identity/achology-s-ten-value-commitments/"">equitable and affordable access to training in applied psychology</a>, and a course somebody can only reach as a single lump sum is not affordable in any practical sense.</p>
<p>It is worth adding what instalments here are not. There are no interest charges dressed up as convenience, no urgency timers pushing you to decide today, and no price that quietly rises for choosing to spread it. <a href=""/help/achology-basics-and-identity/manipulative-pricing-tactics-achology-avoids/"">The tactics Achology refuses</a> covers that ground, and <a href=""/help/pricing-and-payments/hidden-fees-additional-costs-achology/"">the one recurring charge to know about</a> is stated plainly rather than discovered.</p>
<h2>What instalments do not apply to</h2>
<p>Membership itself, because it is already a rolling subscription rather than a purchase: $7 for the first 30 days and then $34.50 monthly, or $345 a year. <a href=""/help/pricing-and-payments/difference-between-monthly-annual-achology-membership/"">Monthly against annual</a> covers that choice.</p>
<p><strong>Related questions</strong></p>
<ul><li><a href=""/help/pricing-and-payments/how-much-does-achology-cost/"">How much does Achology cost?</a></li><li><a href=""/help/pricing-and-payments/hidden-fees-additional-costs-achology/"">Are there hidden fees or additional costs at Achology?</a></li></ul>
"
342,mentoring-opportunities-achology-membership,What mentoring opportunities are included with membership?,what mentoring opportunities are included with membership,achology membership mentorship groups,Achology Membership Mentorship Groups Explained,"Achology membership mentorship groups run at no extra cost, led by Kain Ramsay, the Eldership team, and senior practitioners, alongside live events.","<p>So what do achology membership mentorship groups actually offer? <a href=""/membership/"">Membership</a> includes access to the community's ongoing mentorship groups at no additional cost. Attendance is voluntary, there is no application and no extra fee, and you join whichever groups fit your development at the time.</p>
<h2>The groups currently running</h2>
<ul>
<li><strong>The Community-Wide Mentorship Group</strong> with <a href=""/help/achology-basics-and-identity/who-is-kain-ramsay/"">Kain Ramsay</a>, open to the whole community.</li>
<li><strong>The Wiser Woman Project</strong>, a bi-weekly development space for women in the community.</li>
<li><strong>On Becoming a Person</strong>, combining mentorship with open discussion.</li>
<li><strong>The Coaching Excellence and Impact Mentorship Group</strong>, weekly, developing practical helping skill with experienced practitioners.</li>
<li><strong>The Craft of Facilitation</strong>, for members developing toward <a href=""/help/events-and-mentorship/achology-members-host-workshops-events/"">hosting community events</a>.</li>
</ul>
<h2>What the groups are for</h2>
<p>Developmental conversation rather than course teaching. Somebody with experience you have not yet accumulated offers perspective on the situation you are actually in, which is <a href=""/help/events-and-mentorship/achology-mentorship-vs-coaching-difference/"">different from being coached</a>: mentorship draws on their road, coaching helps you find yours.</p>
<p>They are also where readiness is noticed. The facilitation group exists precisely because <a href=""/help/achology-basics-and-identity/who-runs-achology/"">invitations to host community events</a> are extended when the Eldership team sees somebody ready, and sustained participation is how that becomes visible.</p>
<h2>How to join a session</h2>
<p>Groups run as scheduled events in the community. Open the Upcoming Events calendar, find the next session and <a href=""/help/events-and-mentorship/rsvp-join-achology-live-events/"">RSVP</a> as you would for anything else. An active membership is the only requirement, and you can move between groups as your needs change.</p>
<p>Note that <a href=""/help/events-and-mentorship/mentorship-sessions-recorded-achology/"">not every session is recorded</a>, deliberately, so treat live attendance as the default rather than the fallback.</p>
<h2>Where mentorship sits</h2>
<p>It is one part of <a href=""/help/events-and-mentorship/achology-live-events-types/"">a wider live-events programme</a> that includes skill workshops, reflective discussions, case-study groups and live coaching practice.</p>
<p>If you are choosing where to start, the mentorship groups are the most conversational entry point and the least exposing, which is why <a href=""/help/events-and-mentorship/choose-right-achology-event-level/"">they are usually recommended first</a>. <a href=""/help/events-and-mentorship/get-value-achology-mentorship-sessions/"">Getting something real out of a session</a> is worth reading before your first one.</p>
<p><strong>Related questions</strong></p>
<ul><li><a href=""/help/events-and-mentorship/achology-mentorship-vs-coaching-difference/"">How do Achology mentorship sessions differ from coaching?</a></li><li><a href=""/help/events-and-mentorship/mentorship-sessions-recorded-achology/"">Are Achology mentorship sessions recorded or replayable?</a></li><li><a href=""/help/events-and-mentorship/get-value-achology-mentorship-sessions/"">How do I get the most value from mentorship sessions?</a></li><li><a href=""/help/events-and-mentorship/achology-membership-free-coaching-included/"">Does Achology membership include free coaching?</a></li></ul>
"
343,achology-mentorship-vs-coaching-difference,How do Achology mentorship sessions differ from coaching?,how do Achology mentorship sessions differ from coaching,how achology mentorship differs from coaching,How Achology Mentorship Differs From Coaching,How achology mentorship differs from coaching: mentorship shares what practitioners learned; coaching helps you reach your own answers. Both included.,"<p>How achology mentorship differs from coaching comes down to one distinction. Mentorship means receiving guidance from experienced practitioners, senior members or <a href=""/help/achology-basics-and-identity/who-is-kain-ramsay/"">Kain Ramsay</a>, who share what they learned in similar territory. Coaching is a facilitated thinking process: the coach helps you clarify your own thinking and choose your own path without handing you their answer. Both are developmental, both are included in <a href=""/membership/"">membership</a>, and they answer different needs.</p>
<h2>What mentorship provides</h2>
<p>Somebody with experience you have not yet accumulated offers perspective. They suggest possibilities, say what worked and what did not, and help you see your situation against a longer view.</p>
<p>Mentorship says, in effect: here is what someone else learned in territory like yours. It is the right tool when the useful thing is somebody else's road already travelled, and <a href=""/help/events-and-mentorship/mentoring-opportunities-achology-membership/"">the mentorship groups</a> are where it happens.</p>
<h2>What coaching provides</h2>
<p>In a coaching session the coach's job is not to advise but to facilitate. Through questions and structured reflection they help you think clearly enough to reach your own decision.</p>
<p>Coaching says: let me help you think this through so you can choose well. It is the right tool when the answer has to be genuinely yours, which is most decisions about your own life. <a href=""/help/events-and-mentorship/pals-earn-them/"">Peer coaching sessions</a> and <a href=""/help/events-and-mentorship/achology-membership-free-coaching-included/"">the coaching board</a> are where you receive it.</p>
<h2>Why the distinction is trained rather than assumed</h2>
<p>This is not a matter of vocabulary. Advising somebody who needed to be asked a question is one of the commonest failures in helping work, and it usually comes from the helper's discomfort rather than the client's need.</p>
<p>Learning to feel the difference, and to notice the pull toward giving advice, is a large part of what <a href=""/help/events-and-mentorship/achology-coaching-competency-review-sessions/"">coaching practice under observation</a> is for. It is also why the pathway <a href=""/help/certificates-cpd-accreditation/progress-member-achologist/"">has you receive coaching before you deliver any</a>: you learn what an unwanted answer feels like from the chair it lands in.</p>
<h2>Using both</h2>
<p>Most members use them for different problems. Mentorship when you do not know what the options are. Coaching when you know the options and cannot choose.</p>
<p>A rough test: if you would benefit from information you do not have, seek mentorship. If you have the information and are stuck anyway, seek coaching. <a href=""/help/events-and-mentorship/get-value-achology-mentorship-sessions/"">Getting the most from a mentorship session</a> covers the practical side.</p>
<p><strong>Related questions</strong></p>
<ul><li><a href=""/help/events-and-mentorship/mentoring-opportunities-achology-membership/"">What mentoring opportunities are included with membership?</a></li><li><a href=""/help/events-and-mentorship/get-value-achology-mentorship-sessions/"">How do I get the most value from mentorship sessions?</a></li><li><a href=""/help/events-and-mentorship/mentorship-sessions-recorded-achology/"">Are Achology mentorship sessions recorded or replayable?</a></li></ul>
"
344,mentorship-sessions-recorded-achology,Are Achology mentorship sessions recorded or replayable?,are Achology mentorship sessions recorded or replayable,achology mentorship sessions recorded,Are Achology Mentorship Sessions Recorded?,Some achology mentorship sessions recorded and published in the group's space; others stay unrecorded so members can speak freely. Attend live if unsure.,"<p>So if you miss a mentorship session, can you watch it back? Sometimes: achology mentorship sessions recorded for later viewing depend on what is discussed in each one. Sessions built on open, sometimes personal conversation stay unrecorded so members can speak freely, while others are recorded and published in the relevant group's space inside the community. If a particular session matters to you, attend it live rather than relying on a replay.</p>
<h2>Where recordings live when they exist</h2>
<p>Each mentorship group has its own space in the community at community.achology.com, and that space is where any recordings from its sessions are published. After a session runs, check the group's space: if it was recorded, the recording appears there.</p>
<p>There is no separate archive to search and no notification promising one, which is deliberate. A library of recordings would quietly turn a live commitment into a watchlist.</p>
<h2>Why some sessions stay unrecorded</h2>
<p>Mentorship works because members bring real situations rather than tidy examples, and some conversations are only possible when everyone in the room knows it is private. A member weighing whether to describe a client they are struggling with, or a piece of their own history that is affecting their practice, will not say it to a camera.</p>
<p>Keeping those sessions unrecorded protects the honesty that gives them their value. It is the same reasoning that runs through the rest of the community's practice formats: <a href=""/help/events-and-mentorship/coaching-hot-seat/"">the Coaching HOT Seat</a> works because somebody brings a genuine difficulty, and <a href=""/help/community-and-conduct/achology-s-five-community-principles/"">the community principles</a> exist to make that possible.</p>
<h2>What this means for how you use mentorship</h2>
<p>Treat live attendance as the default and recordings, where they exist, as a way to catch up rather than a guarantee.</p>
<p>That is not only about access. The value of a mentorship session is mostly in taking part: asking about the situation you are actually facing, and being asked about it in return. Watching a recording of other people doing that is worth something, but it is a different and smaller thing. <a href=""/help/events-and-mentorship/get-value-achology-mentorship-sessions/"">How to get the most from a mentorship session</a> is the practical version of that, and <a href=""/help/events-and-mentorship/mentoring-opportunities-achology-membership/"">the mentorship groups included with membership</a> sets out what runs.</p>
<p><strong>Related questions</strong></p>
<ul><li><a href=""/help/events-and-mentorship/mentoring-opportunities-achology-membership/"">What mentoring opportunities are included with membership?</a></li><li><a href=""/help/events-and-mentorship/get-value-achology-mentorship-sessions/"">How do I get the most value from mentorship sessions?</a></li><li><a href=""/help/events-and-mentorship/rsvp-join-achology-live-events/"">How do I RSVP to and join Achology live events?</a></li></ul>
"
345,get-value-achology-mentorship-sessions,How do I get the most value from mentorship sessions?,how do I get the most value from mentorship sessions,most value from mentorship sessions,Get the Most Value From Mentorship Sessions,"Getting the most value from mentorship sessions means bringing real situations, listening actively to other cases, and applying what you take away.","<p>Getting the most value from mentorship sessions comes down to engagement rather than attendance. Bring the situation you are actually facing rather than a polished question designed to look competent, listen properly when other members' cases are discussed, and act on something before the next one. Mentorship is a resource for your development, not a place where mentors solve things for you.</p>
<h2>Bring the real situation, not the sanitised version</h2>
<p>The commonest mistake is arriving with a carefully constructed question that hides the actual struggle.</p>
<p>""How do I maintain professional boundaries in complex situations?"" sounds thoughtful and reveals nothing. ""I have a client who keeps texting between sessions and I do not know how to respond"" gives the group something to work with.</p>
<p>Honest specifics get useful guidance. Polished generalities get polite theory. It is the same principle that decides <a href=""/help/community-and-conduct/ask-questions-achology-community/"">what you get back when you ask a question in the community</a>.</p>
<h2>Why the tidy question is so tempting</h2>
<p>Worth naming, because knowing the reason makes it easier to resist. A vague question protects you. It keeps the group discussing a topic rather than looking at your work, and nobody discovers you handled something badly.</p>
<p>That instinct is the thing the whole framework is designed against. <a href=""/help/community-and-conduct/nine-ccac-virtues/"">The character work</a> asks you to examine where you actually fall short, and <a href=""/help/events-and-mentorship/coaching-hot-seat/"">the HOT Seat</a> only works because somebody brings a genuine difficulty. A mentorship group is the low-stakes version of the same bargain: what you protect, you do not develop.</p>
<h2>Listen to other people's situations</h2>
<p>Some of the most useful learning in a group is indirect. Another member's case may not match yours today, but the thinking applied to it often will, sometimes months later.</p>
<p>Treat the whole session as material rather than only the minutes spent on your own question, and write down what strikes you. Members who do this get several sessions' value out of every one they attend.</p>
<h2>Apply something between sessions</h2>
<p>Insight never acted on is collected wisdom, which is a pleasant thing to own and changes nothing.</p>
<p>Choose one thing to try before the next session and report back on how it went. That loop, from conversation to application and back, is what turns attendance into development, and it keeps responsibility for your growth where <a href=""/help/achology-basics-and-identity/personal-responsibility-achology-learning/"">it is expected to sit</a>.</p>
<p><strong>Related questions</strong></p>
<ul><li><a href=""/help/events-and-mentorship/mentoring-opportunities-achology-membership/"">What mentoring opportunities are included with membership?</a></li><li><a href=""/help/events-and-mentorship/achology-mentorship-vs-coaching-difference/"">How do Achology mentorship sessions differ from coaching?</a></li><li><a href=""/help/events-and-mentorship/mentorship-sessions-recorded-achology/"">Are Achology mentorship sessions recorded or replayable?</a></li></ul>
"
347,how-to-participate-achology-discussions-events,How do I participate in group discussions and events?,how do I participate in group discussions and events,achology discussions and events,How to Join Achology Discussions and Events,"Join achology discussions and events by opening the Upcoming Events calendar, RSVPing, and joining at the scheduled time. Discussion spaces stay open.","<p>Participating in achology discussions and events starts with logging into the community, opening Upcoming Events, and RSVPing to anything that interests you, then joining at the scheduled time. There is no application, waiting list or approval step: an active <a href=""/membership/"">membership</a> opens the whole calendar. The discussion spaces run alongside it and are open to read, post and reply in whenever you like.</p>
<h2>Joining live events</h2>
<p>Every event appears in the calendar with its type, time and host. Choose what fits your interests and your timezone, <a href=""/help/events-and-mentorship/rsvp-join-achology-live-events/"">RSVP</a>, and turn up.</p>
<p>Credit-bearing events run for 90 minutes; community events vary by format. If you are new, the more conversational ones are a comfortable place to start, and <a href=""/help/events-and-mentorship/choose-right-achology-event-level/"">choosing the right event for your level</a> covers the rest.</p>
<h2>How attendance reaches your record</h2>
<p>It does not happen automatically, and this is the step members most often miss.</p>
<p>After a credit-bearing event you <a href=""/help/events-and-mentorship/submit-cpd-credit-claim-hosting-attending/"">submit a claim</a> through the member self-report form. Claims join the queue and are <a href=""/help/certificates-cpd-accreditation/who-verifies-achology-cpd-claims/"">independently verified</a> before being committed, so a short gap between attending and seeing the credit is normal rather than a fault.</p>
<p>Unsubmitted attendance is invisible to the system no matter how much of it you have done, which is why <a href=""/help/certificates-cpd-accreditation/personal-progress-checklist-count-official-cpd/"">the checklist and the record are different things</a>.</p>
<h2>Participating between events</h2>
<p>The <a href=""/help/events-and-mentorship/achology-discussion-spaces-groups-events/"">discussion spaces and groups</a> carry the asynchronous half: start a thread, ask something, reply to another member whenever suits you.</p>
<p>No credit attaches to forum participation, and it is worth knowing that is deliberate rather than an oversight. The record measures demonstrated practice, and posting is not practice. Its value is the thinking and the relationships built between sessions, which is where <a href=""/help/events-and-mentorship/pals-earn-them/"">peer coaching arrangements</a> usually begin.</p>
<h2>The one thing worth doing first</h2>
<p>Attend something live in your first fortnight rather than reading for a month and then starting. <a href=""/help/community-and-conduct/achology-peer-learning-culture/"">The culture makes far more sense experienced than described</a>, and members who read without attending tend to drift away without ever deciding to.</p>
<p><strong>Related questions</strong></p>
<ul><li><a href=""/help/events-and-mentorship/achology-live-events-types/"">What kinds of live events happen inside Achology?</a></li><li><a href=""/help/events-and-mentorship/achology-discussion-spaces-groups-events/"">What's the difference between Achology discussion spaces and groups?</a></li><li><a href=""/help/events-and-mentorship/rsvp-join-achology-live-events/"">How do I RSVP to and join Achology live events?</a></li><li><a href=""/help/events-and-mentorship/achology-course-required-attend-workshops/"">Do I need to be enrolled on a course to attend Achology workshops?</a></li></ul>
"
348,achology-discussion-spaces-groups-events,What's the difference between Achology discussion spaces and groups?,what's the difference between Achology discussion spaces and groups,achology discussion spaces vs groups,Achology Discussion Spaces vs Groups Explained,"Achology discussion spaces vs groups: spaces are open topic-based forums, groups are smaller interest-based circles, events are scheduled live sessions.","<p>Achology discussion spaces vs groups comes down to scale and purpose. The community uses three formats. Discussion spaces are open, topic-based forums where any member can read, post and reply. Groups are smaller, interest-based circles for members with shared goals, such as the mentorship groups. Events are scheduled live sessions at a set time. All three are open to you from your first day.</p>
<h2>Discussion spaces: the open forums</h2>
<p>Spaces are organised by topic rather than by who belongs to them. Anyone can start a thread, ask a question or answer somebody else's, and the conversation runs asynchronously, so you take part when it suits you rather than when it is happening.</p>
<p>This is where most members start, and <a href=""/help/community-and-conduct/ask-questions-achology-community/"">how you ask</a> decides most of what you get back.</p>
<h2>Groups: the smaller circles</h2>
<p>Groups gather members around a shared interest or a shared stage, and they are smaller on purpose. A question you would hesitate to put to the whole community is usually easy to put to twelve people working on the same thing.</p>
<p><a href=""/help/events-and-mentorship/mentoring-opportunities-achology-membership/"">The mentorship groups</a> are the clearest example, and they are also where readiness to take on more, such as hosting, tends to be noticed.</p>
<h2>Events: the part that has to be attended</h2>
<p>Events are the live sessions: workshops, discussions, coaching practice and tutorials, running through the week. <a href=""/help/events-and-mentorship/achology-live-events-types/"">Twenty two types run</a>, and nine of them <a href=""/help/events-and-mentorship/which-achology-events-earn-accreditation-credit/"">earn credit toward your progression</a>.</p>
<p>They are also the only one of the three you cannot catch up on later, which is worth knowing when you are deciding where your time goes.</p>
<h2>Why three formats rather than one</h2>
<p>Because they carry different kinds of learning, and collapsing them would lose one.</p>
<p>Spaces are where a question finds whoever happens to know. Groups are where the same question can be asked without performing. Events are where you stop discussing a skill and try it in front of people who will tell you honestly how it went, which is <a href=""/help/learning-experience/achology-peer-learning-community-teaches/"">the part course study cannot supply</a>.</p>
<p>A community with only forums would produce well-read members who had never practised. That is the outcome the whole design exists to avoid.</p>
<p><a href=""/help/events-and-mentorship/how-to-participate-achology-discussions-events/"">How to take part</a> covers the practical start in all three.</p>
"
349,achology-case-study-discussion-groups,What is a case-study based discussion group?,what is a case-study based discussion group,case study discussion group,What Is a Case Study Discussion Group?,"A case study discussion group is a 90-minute session analysing a coaching scenario together, applying course frameworks. Earns one VALTS credit.","<p>A case study discussion group is a 90-minute session where members analyse one coaching scenario together, real or hypothetical. You examine what is happening beneath the surface of the situation and work out what a skilled helper might do, applying frameworks from the <a href=""/courses/"">courses</a> rather than reacting to the story.</p>
<h2>How a session works</h2>
<p>Each session is built around a single case. The host may share it in advance, which tends to produce a richer discussion, or introduce it at the start.</p>
<p>The group then works it through: what is actually going on, where the opportunities and the risks sit, what a response might look like and what it might cost. The host's job is to keep the group applying what they know rather than simply reacting to the material, which is harder than it sounds when the scenario touches something familiar.</p>
<h2>Why the case matters more than the answer</h2>
<p>There is rarely a right answer, and that is the point rather than a weakness of the format.</p>
<p>Real situations do not arrive labelled with the framework that fits them. The skill being built here is the one that decides everything else in practice: reading what is in front of you accurately before choosing a response. A practitioner who knows six models and cannot tell which the moment calls for is <a href=""/help/achology-basics-and-identity/achology-evidence-based-humanistic-psychology/"">holding tools without judgement</a>.</p>
<p>Hearing five other members read the same case differently is the fastest correction available for that, because it shows you what you did not notice.</p>
<h2>Where it fits in your development</h2>
<p>These groups sit between theory and practice. <a href=""/help/events-and-mentorship/achology-skill-development-workshops/"">Skill workshops</a> rehearse techniques and reflective discussions explore principles; case studies ground both in the complexity of a realistic situation.</p>
<p>They suit any member with course learning to apply, and they are a good place to sharpen judgement before <a href=""/help/events-and-mentorship/achology-coaching-competency-review-sessions/"">coaching in front of observers</a>, where the reading has to happen live and unaided.</p>
<h2>Attending and claiming credit</h2>
<p>Sessions appear in the Upcoming Events calendar; <a href=""/help/events-and-mentorship/rsvp-join-achology-live-events/"">RSVP and join</a> like any other event. Attending earns one Virtual Achologist Led Training Session (VALTS) credit and hosting earns one Peer-to-Peer Applied Learning Session (PALS) credit instead. Afterwards, <a href=""/help/events-and-mentorship/submit-cpd-credit-claim-hosting-attending/"">submit the claim</a>.</p>
<p><strong>Related questions</strong></p>
<ul><li><a href=""/help/events-and-mentorship/achology-live-events-types/"">What kinds of live events happen inside Achology?</a></li><li><a href=""/help/events-and-mentorship/achologist-led-tutorials-alts/"">What are Achologist-Led Tutorials (ALTs)?</a></li><li><a href=""/help/events-and-mentorship/achology-discussion-spaces-groups-events/"">What's the difference between Achology discussion spaces and groups?</a></li></ul>
"
